id,template,count
4450,"WITH CTE AS (
    SELECT
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        datetime(col_name) AS string,
        string AS string
    FROM
        new_table.new_column.USERS_MESSAGES_PUSHNOTIFICATION_SEND_VIEW
    WHERE
        datetime(col_name) BETWEEN string AND string
),
push_bounce AS (
    SELECT
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        datetime(col_name) AS string,
        string AS string
    FROM
        new_table.new_column.USERS_MESSAGES_PUSHNOTIFICATION_BOUNCE_VIEW
    WHERE
        datetime(col_name) BETWEEN string AND string
),
push_open AS (
    SELECT
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        datetime(col_name) AS string,
        string AS string,
        col_name,
        col_name,
        col_name
    FROM
        new_table.new_column.USERS_MESSAGES_PUSHNOTIFICATION_OPEN_VIEW
    WHERE
        datetime(col_name) BETWEEN string AND string
),
push_open_influence AS (
    SELECT
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        col_name,
        datetime(col_name) AS string,
        string AS string,
        col_name,
        col_name,
        col_name
    FROM
        new_table.new_column.USERS_MESSAGES_PUSHNOTIFICATION_INFLUENCEDOPEN_VIEW
    WHERE
        datetime(col_name) BETWEEN string AND string
)
SELECT
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias2.col_name push_open_time,
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias2.col_name,
    table_alias2.col_name,
    table_alias2.col_name,
    COUNT(
        DISTINCT table_alias0.col_name
    ) push_notification_sends,
    COUNT(
        DISTINCT table_alias0.col_name
    ) unique_push_notification_sends,
    COUNT(
        DISTINCT table_alias1.col_name
    ) push_notification_bounced,
    COUNT(
        DISTINCT table_alias1.col_name
    ) unique_push_notification_bounced,
    COUNT(
        DISTINCT table_alias2.col_name
    ) push_notification_open,
    COUNT(
        DISTINCT table_alias2.col_name
    ) unique_push_notification_opened,
    COUNT(
        DISTINCT table_alias3.col_name
    ) push_notification_influenced_open,
    COUNT(
        DISTINCT table_alias3.col_name
    ) unique_push_notification_influenced_open
FROM
    CTE table_alias0
    LEFT JOIN new_table table_alias1
    ON table_alias0.col_name = table_alias1.col_name
    AND table_alias0.col_name = table_alias1.col_name
    AND table_alias0.col_name = table_alias1.col_name
    LEFT JOIN new_table table_alias2
    ON table_alias0.col_name = table_alias2.col_name
    AND table_alias0.col_name = table_alias2.col_name
    AND table_alias0.col_name = table_alias2.col_name
    LEFT JOIN new_table table_alias3
    ON table_alias0.col_name = table_alias3.col_name
    AND table_alias0.col_name = table_alias3.col_name
    AND table_alias0.col_name = table_alias3.col_name
GROUP BY
    num,num,num,num,num,num,num,num,num,num,num;",1
4451,"WITH CTE AS (
    SELECT
        col_name,
        string AS column_alias0
    FROM
        table_name AS table_alias0
    JOIN
        table_name AS table_alias1
        ON ST_CONTAINS(string, string)
    , TABLE(json_each(col_name) AS table_alias2) AS string
    WHERE
        col_name = string
        AND VALUE:CAST(string AS column_alias1) = string
        AND VALUE:CAST(value AS column_alias1) IN (string, string, string)
)
SELECT
    MIN(num)
FROM
    CTE AS string
CROSS JOIN
    CTE AS string
WHERE
    col_name < col_name",1
4452,"WITH CTE AS (
    SELECT
        col_name.col_name AS column_alias0,
        date,
        SUM(col_name) / num AS column_alias1
    FROM
        new_table,
        json_each(col_name) AS table_alias0,
        json_each(col_name.col_name) AS table_alias1
    WHERE
        num=num
    GROUP BY
        column_alias0, date
),
weekly_revenue AS (
    SELECT
        column_alias0,
        CONCAT(EXTRACT(YEAR FROM (date(substr(date,num,num)||string||substr(date,num,num)||string||substr(date,num,num)))), string, EXTRACT(column_alias2 FROM (date(substr(date,num,num)||string||substr(date,num,num)||string||substr(date,num,num))))) AS column_alias2,
        SUM(column_alias1) AS column_alias1
    FROM CTE
    GROUP BY column_alias0, column_alias2
),
monthly_revenue AS (
    SELECT
        column_alias0,
        CONCAT(EXTRACT(YEAR FROM (date(substr(date,num,num)||string||substr(date,num,num)||string||substr(date,num,num)))),string, EXTRACT(column_alias3 FROM (date(substr(date,num,num)||string||substr(date,num,num)||string||substr(date,num,num))))) AS column_alias3,
        SUM(column_alias1) AS column_alias1
    FROM CTE
    GROUP BY column_alias0, column_alias3
),
top_source AS (
    SELECT column_alias0, SUM(column_alias1) AS column_alias4
    FROM CTE
    GROUP BY column_alias0
    ORDER BY column_alias4 DESC
    LIMIT num
),
max_revenues AS (
    (
      SELECT
        string AS column_alias5,
        date AS column_alias6,
        column_alias0,
        MAX(column_alias1) AS column_alias7
      FROM CTE
      WHERE column_alias0 = (SELECT column_alias0 FROM new_table)
      GROUP BY column_alias0, date
      ORDER BY column_alias7 DESC
      LIMIT num
    )
    UNION ALL
    (
      SELECT
        string AS column_alias5,
        column_alias2 AS column_alias6,
        column_alias0,
        MAX(column_alias1) AS column_alias7
      FROM new_table
      WHERE column_alias0 = (SELECT column_alias0 FROM new_table)
      GROUP BY column_alias0, column_alias2
      ORDER BY column_alias7 DESC
      LIMIT num
    )
    UNION ALL
    (
      SELECT
          string AS column_alias5,
          column_alias3 AS column_alias6,
          column_alias0,
          MAX(column_alias1) AS column_alias7
      FROM new_table
      WHERE column_alias0 = (SELECT column_alias0 FROM new_table)
      GROUP BY column_alias0, column_alias3
      ORDER BY column_alias7 DESC
      LIMIT num
    )
)
SELECT
    column_alias7
FROM new_table
ORDER BY column_alias7 DESC;",1
4453,"WITH CTE AS (
    SELECT
        column_alias0.col_name,
        SUM(column_alias0.col_name) AS string
    FROM new_table.new_column.Fact_CensusValues_ACS2021_ByZip AS column_alias0
    JOIN new_table.new_column.LU_GeographyExpanded AS l ON column_alias0.col_name = l.col_name
    WHERE l.col_name = string
      AND column_alias0.col_name IN (string, string)
    GROUP BY column_alias0.col_name
),
StateBenchmark AS (
    SELECT
        SUM(col_name) AS string
    FROM new_table.new_column.Fact_StateBenchmark_ACS2021
    WHERE col_name = string
      AND col_name IN (string, string)
),
StatePopulation AS (
    SELECT
        MAX(col_name) AS string
    FROM new_table.new_column.Fact_StateBenchmark_ACS2021
    WHERE col_name = string
)
SELECT
    table_alias0.col_name AS column_alias1,
    table_alias0.string AS string,
    table_alias1.string AS string,
    table_alias2.string AS string
FROM CTE table_alias0
CROSS JOIN new_table table_alias1
CROSS JOIN new_table table_alias2
ORDER BY string DESC
LIMIT num;",1
4454,"WITH CTE AS (
    SELECT
        column_alias1,
        CASE col_name
            WHEN string THEN string
            WHEN string THEN string
            WHEN string THEN string
            ELSE string
        END AS column_alias0
    FROM
        table_name
    WHERE
        col_name IN (string, string, string, string)
        AND col_name = string
),
standard_concept_ids AS (
    SELECT
        column_alias1
    FROM
        table_name
    WHERE
        col_name = string
),
skin_condition_standard_concept_ids AS (
    SELECT
        table_alias0.new_column,
        table_alias1.col_name AS column_alias1
    FROM
        CTE table_alias0
    JOIN
        table_name table_alias1
    ON
        table_alias0.col_name = table_alias1.col_name
    JOIN
        new_table table_alias2
    ON
        table_alias2.col_name = table_alias1.col_name
    WHERE
        table_alias1.col_name = string
),
all_skin_concept_ids AS (
    SELECT DISTINCT
        column_alias0,
        column_alias1
    FROM
        new_table
),
descendant_concept_ids AS (
    SELECT
        table_alias3.new_column,
        table_alias4.col_name AS column_alias1
    FROM
        new_table table_alias3
    JOIN
        table_name table_alias4
    ON
        table_alias3.col_name = table_alias4.col_name
),
participants_with_condition AS (
    SELECT
        table_alias6.new_column,
        COUNT(DISTINCT table_alias5.col_name) AS column_alias2
    FROM
        table_name table_alias5
    JOIN
        new_table table_alias6
    ON
        table_alias5.col_name = table_alias6.col_name
    GROUP BY
        table_alias6.new_column
),
total_participants AS (
    SELECT
        COUNT(DISTINCT col_name) AS column_alias3
    FROM
        table_name
)
SELECT
    table_alias7.new_column,
    num * table_alias7.new_column / t.new_column AS column_alias4
FROM
    new_table table_alias7,
    total_participants t",1
4455,"WITH CTE AS (
    SELECT
        column_alias1,
        MIN(TRY_TO_DATE(date)) AS column_alias0
    FROM table_name
    WHERE col_name = string
      AND TRY_TO_DATE(date) IS NOT NULL
    GROUP BY column_alias1
),
string AS (
    SELECT DISTINCT
        column_alias1
    FROM table_name
    WHERE col_name IN (string,string,string,string,string,string,string,string,string)
       OR col_name IN (string,string,string,string,string,string,string,string,string,string,string,string)
),
string AS (
    SELECT DISTINCT
        table_alias0.col_name AS column_alias1,
        table_alias0.col_name,
        table_alias0.col_name,
        TRY_TO_DATE(table_alias0.col_name) AS column_alias2,
        table_alias1.new_column
    FROM table_name table_alias0
    JOIN CTE table_alias1 ON table_alias0.col_name = table_alias1.col_name
    JOIN CTE table_alias2 ON table_alias0.col_name = table_alias2.col_name
    WHERE table_alias0.col_name = string
      AND table_alias1.new_column BETWEEN TO_DATE(string) AND TO_DATE(string)
      AND TRY_TO_DATE(table_alias0.col_name) IS NOT NULL
),
string AS (
    SELECT
        table_alias3.col_name,
        COUNT(DISTINCT table_alias3.col_name) AS string
    FROM table_name table_alias3
    JOIN CTE table_alias4 ON table_alias3.col_name = table_alias4.col_name
    WHERE TRY_TO_DATE(table_alias3.col_name) IS NOT NULL
      AND TRY_TO_DATE(table_alias3.col_name) < table_alias4.new_column
    GROUP BY table_alias3.col_name
),
string AS (
    SELECT
        table_alias5.col_name AS column_alias1,
        COUNT(DISTINCT table_alias5.col_name) AS string
    FROM table_name table_alias5
    JOIN CTE table_alias4 ON table_alias5.col_name = table_alias4.col_name
    JOIN table_name table_alias6 ON table_alias6.col_name = table_alias5.col_name
    WHERE TRY_TO_DATE(table_alias6.col_name) IS NOT NULL
      AND TRY_TO_DATE(table_alias6.col_name) >= table_alias4.new_column
      AND TRY_TO_DATE(table_alias6.col_name) <= date(table_alias4.new_column, string)
    GROUP BY table_alias5.col_name
)
SELECT
    table_alias4.col_name,
    table_alias4.col_name,
    table_alias4.new_column,
    COALESCE(table_alias7.string, num) AS string,
    COALESCE(table_alias8.string, num) AS string
FROM CTE table_alias4
LEFT JOIN CTE table_alias7 ON table_alias7.col_name = table_alias4.col_name
LEFT JOIN CTE table_alias8 ON table_alias8.col_name = table_alias4.col_name
ORDER BY table_alias4.new_column, table_alias4.col_name",1
4456,"WITH CTE AS (
    SELECT
        column_alias3,
        (col_name ->> CAST(string) AS column_alias0),
        GREATEST(num, (col_name -> string ->> CAST(string) AS column_alias0)) AS column_alias1 
    FROM table_name
), RAWR_Calculation AS (
    SELECT
        column_alias3,
        winpct / column_alias1 AS column_alias2 
    FROM CTE
), PeerMimicryFlags AS (
    SELECT DISTINCT
      table_alias1.col_name as column_alias3,
      CASE WHEN ABS(table_alias0.col_name - table_alias0.col_name) < num AND table_alias0.col_name > num THEN num ELSE num END as column_alias4 
    FROM table_name table_alias0
    JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
)
SELECT
    COALESCE(table_alias3.new_column) AS column_alias5,
    ROUND(AVG(table_alias2.new_columnmn_alias2), num) AS column_alias6
FROM
    new_table table_alias2
LEFT JOIN 
    new_table table_alias3 ON table_alias2.col_namelias3 = table_alias3.col_namelias3
GROUP BY
    COALESCE(table_alias3.new_column) LIMIT num",1
4457,"WITH CTE AS (
    SELECT
        column_alias3.string,
        column_alias3.string
    FROM (
        SELECT
            column_alias2.string,
            column_alias2.string,
            RANK() OVER (PARTITION BY column_alias2.string ORDER BY column_alias2.string DESC) AS string
        FROM (
            SELECT
                column_alias0.string,
                column_alias1.value:string::STRING AS string,
                column_alias1.value:string::NUMBER AS string
            FROM
                new_table.new_column.LANGUAGES AS column_alias0,
                LATERAL FLATTEN(input => column_alias0.string) AS column_alias1
        ) AS column_alias2
    ) AS column_alias3
    WHERE column_alias3.string = num
),
python_repo AS (
    SELECT
        string,
        string
    FROM
        CTE
    WHERE
        string = string
)
SELECT 
    column_alias4.string, 
    COUNT(column_alias4.string) AS string
FROM 
    new_table.new_column.SAMPLE_COMMITS AS column_alias4
INNER JOIN 
    new_table 
ON 
    python_repo.string = column_alias4.string
GROUP BY 
    column_alias4.string
ORDER BY 
    string DESC
LIMIT num;",1
4458,"WITH CTE AS (
    SELECT
        column_alias4.col_name,
        column_alias4.col_name AS column_alias0,
        column_alias5.col_name AS column_alias1,
        column_alias6.col_name AS column_alias2,
        ST_AREA(TRY_TO_GEOGRAPHY(col_name)) AS column_alias3
    FROM new_table.new_column.geography_index AS column_alias4
    JOIN new_table.new_column.geography_relationships AS column_alias5
        ON (column_alias4.col_name = column_alias5.col_name AND column_alias5.col_name = string)
    JOIN new_table.new_column.geography_relationships AS column_alias6
        ON (column_alias4.col_name = column_alias6.col_name AND column_alias6.col_name = string)
    JOIN new_table.new_column.geography_characteristics AS column_alias7
        ON (column_alias4.col_name = column_alias7.col_name AND column_alias7.col_name = string)
    WHERE column_alias4.col_name = string
),
zip_area_ranks AS (
    SELECT
        *,
        ROW_NUMBER() OVER (PARTITION BY column_alias2, column_alias1 ORDER BY column_alias3 DESC, col_name) AS column_alias8
    FROM CTE
)
SELECT column_alias9.col_name, column_alias9.col_name, column_alias9.col_name
FROM new_table.new_column.us_addresses AS column_alias9
JOIN new_table AS table_alias0
    ON (column_alias9.col_name = table_alias0.col_name)
WHERE column_alias9.col_name = string AND table_alias0.new_column = string AND table_alias0.new_column = num
ORDER BY col_name DESC
LIMIT num;",1
4459,"WITH CTE AS (
    SELECT
        date(MAX(string, string)) AS string
    FROM
        new_table.new_column.TOP_RISING_TERMS
),
LatestRefreshDate AS (
    SELECT
        MAX(string) AS string
    FROM
        new_table.new_column.TOP_RISING_TERMS
),
RankedTerms AS (
    SELECT
        string,
        string,
        CASE WHEN string IS NULL THEN NULL ELSE string END AS string,
        string,
        string,
        ROW_NUMBER() OVER (
            PARTITION BY string, string
            ORDER BY string DESC
        ) AS column_alias0
    FROM
        new_table.new_column.TOP_RISING_TERMS
    WHERE
        string = (SELECT string FROM CTE)
        AND string = (SELECT string FROM new_table)
)
SELECT
    string
FROM
    new_table
WHERE
    column_alias0 = num
ORDER BY
    string
LIMIT num;",1
4460,"WITH CTE AS (
    SELECT
        date(date, string) AS column_alias0,
        col_name,
        SUM(col_name) AS column_alias1
    FROM table_name
    WHERE date >= string AND date < string AND col_name IS NOT NULL
    GROUP BY num, num
),
TotalMonthlySales AS (
    SELECT
        column_alias0,
        SUM(column_alias1) AS column_alias2
    FROM CTE
    GROUP BY num
),
MonthlyCategoryPercentage AS (
    SELECT
        table_alias0.new_column,
        table_alias0.col_name,
        (table_alias0.new_column / table_alias1.new_column) AS column_alias3
    FROM CTE table_alias0
    JOIN new_table table_alias1 ON table_alias0.new_column = table_alias1.new_column
),
EligibleCategories AS (
    SELECT
        col_name
    FROM new_table
    GROUP BY col_name
    HAVING COUNT(DISTINCT column_alias0) >= num AND AVG(column_alias3) >= num
)
SELECT
    table_alias2.col_name AS column_alias4,
    table_alias3.col_name AS column_alias5
FROM new_table AS table_alias2
JOIN new_table AS table_alias3 ON table_alias2.new_column = table_alias3.new_column AND table_alias2.col_name < table_alias3.col_name
WHERE table_alias2.col_name IN (SELECT col_name FROM new_table)
  AND table_alias3.col_name IN (SELECT col_name FROM new_table)
GROUP BY num, num
ORDER BY CORR(table_alias2.new_column, table_alias3.new_column)
LIMIT num;",1
4461,"WITH CTE AS (
    SELECT
        growth.col_name,
        growth.col_name,
        CAST(area.col_name as column_alias0) as column_alias1
    FROM (
        SELECT
            col_name,
            col_name,
            col_name
        FROM
            table_name
        WHERE
            col_name = num
    ) growth
    INNER JOIN (
        SELECT
            column_alias1,
            col_name
        FROM
            table_name
        WHERE
            column_alias1 > num
    ) area
    ON
        growth.col_name = area.col_name
    ORDER BY
        col_name DESC
    LIMIT num
)
SELECT col_name, col_name
FROM CTE;",1
4462,"WITH CTE AS (
    SELECT
        string AS column_alias0,
        COUNT(string) AS column_alias1,
        SUM(string) AS column_alias2,
        SUM(string) AS column_alias3,
        SUM(string) / num AS column_alias4,
        SUM(string) / num AS column_alias5
    FROM new_table.new_column.TRANSACTIONS AS string
    WHERE string BETWEEN CAST(string AS DATE) AND CAST(string AS DATE)
    GROUP BY string
    ORDER BY string DESC
),
coinjoinOuts AS (
    SELECT 
        string,
        string,
        string,
        string,
        string,
        string,
        string,
        string.col_name:string AS string
    FROM new_table.new_column.TRANSACTIONS AS string, 
         LATERAL FLATTEN(col_name => string) AS string
    WHERE string > num 
      AND string <= string
      AND string BETWEEN CAST(string AS DATE) AND CAST(string AS DATE)
    ORDER BY string, string DESC
),
coinjoinTxs AS (
    SELECT 
        string AS string,
        string AS column_alias6,
        COUNT(*) AS column_alias7
    FROM new_table AS string
    GROUP BY string, string
    HAVING COUNT(*) > num
),
coinjoinsD AS (
    SELECT DISTINCT 
        string, 
        string, 
        string,
        string,
        string,
        string,
        string
    FROM new_table AS string
    INNER JOIN new_table AS string 
        ON string = string
),
coinjoins AS (
    SELECT 
        string AS column_alias8,
        COUNT(string) AS column_alias9,
        SUM(string) AS column_alias10,
        SUM(string) AS column_alias11,
        SUM(string) / num AS column_alias12,
        SUM(string) / num AS column_alias13
    FROM new_table AS string
    GROUP BY string
    ORDER BY string DESC
)
SELECT EXTRACT(column_alias14 FROM column_alias0) AS column_alias14,
    ROUND(coinjoins.new_column / CTE.new_column * num, num) AS column_alias15,
    ROUND((coinjoins.new_column / CTE.new_column + coinjoins.new_column / CTE.new_column) / num * num, num) AS column_alias16,
    ROUND(coinjoins.new_column / CTE.new_column * num, num) AS column_alias17
FROM CTE
INNER JOIN new_table
    ON CTE.new_column = coinjoins.new_column
ORDER BY column_alias17 DESC
LIMIT num;",1
4463,"WITH CTE AS (
    SELECT
        string AS string,
        string AS string,
        string AS string,
        string AS string,
        CAST(string / num AS column_alias0) AS string,
        string AS string,
        CAST(string AS column_alias0) AS string,
        string AS string,
        EXTRACT(MONTH FROM new_table(string)) AS string
    FROM
        new_table AS string
    INNER JOIN
        new_table AS string
        ON ST_WITHIN(
            ST_POINT(string, string),
            ST_GEOGFROMWKB(string)
        )
    INNER JOIN
        new_table AS string
        ON ST_WITHIN(
            ST_POINT(string, string),
            ST_GEOGFROMWKB(string)
        )
    INNER JOIN
        new_table AS string
        ON TO_DATE(CONCAT(string, LPAD(string, num, string), LPAD(string, num, string)), string) = DATE(string)
    INNER JOIN
        new_table AS string
        ON string = CAST(string AS STRING)
    INNER JOIN
        new_table AS string
        ON string = CAST(string AS STRING)
    WHERE
        string = (
            SELECT string 
            FROM new_table
            WHERE
                string = string
                AND LOWER(string) LIKE LOWER(string)
            LIMIT num
        )
        AND EXTRACT(col_name FROM new_table(string)) = num
),
agg_data AS (
    SELECT
        string,
        string,
        string,
        string,
        COUNT(*) AS string,
        ROUND(AVG(string), num) AS string,
        ROUND(AVG(string), num) AS string,
        ROUND(AVG(string), num) AS string,
        ROUND(AVG(string), num) AS string
    FROM CTE
    GROUP BY
        string,
        string,
        string,
        string
),
most_common_months AS (
    SELECT
        string,
        string,
        string,
        string,
        string,
        ROW_NUMBER() OVER (
            PARTITION BY string, string, string, string 
            ORDER BY COUNT(*) DESC
        ) AS string
    FROM CTE
    GROUP BY
        string,
        string,
        string,
        string,
        string
)
SELECT
    table_alias0.*,
    table_alias1.string AS string
FROM
    new_table table_alias0
JOIN
    new_table table_alias1
    ON table_alias0.string = table_alias1.string 
    AND table_alias0.string = table_alias1.string 
    AND table_alias0.string = table_alias1.string 
    AND table_alias0.string = table_alias1.string 
    AND table_alias1.string = num
ORDER BY 
    table_alias0.string, 
    table_alias0.string;",1
4464,"WITH CTE AS (
    SELECT
        string,
        CAST(date(TO_TIMESTAMP_NTZ(TO_NUMBER(string.value:string, string) / num)) AS DATE) AS string,
        MAX(
            CASE 
                WHEN string.value:string IS NOT NULL 
                THEN string.value:string 
                ELSE NULL 
            END
        ) AS string,
        MIN(
            CASE 
                WHEN string.value:string IS NOT NULL 
                THEN string.value:string 
                ELSE NULL 
            END
        ) AS string,
        AVG(
            CASE 
                WHEN string.value:string IS NOT NULL 
                THEN string.value:string 
                ELSE NULL 
            END
        ) AS string,
        SUM(
            CASE 
                WHEN string.value:string IS NOT NULL 
                THEN string.value:string 
                ELSE num 
            END
        ) AS string,
        AVG(
            CASE 
                WHEN CAST(date(TO_TIMESTAMP_NTZ(TO_NUMBER(string.value:string, string) / num)    ) AS column_alias0) BETWEEN string AND string
                     AND string.value:string IS NOT NULL 
                THEN string.value:string 
                ELSE NULL 
            END
        ) AS string,
        CASE
            WHEN AVG(string.value:string) < num THEN 
                SUM(
                    CASE 
                        WHEN string.value:string IS NOT NULL 
                        THEN string.value:string 
                        ELSE num 
                    END
                )
            ELSE num
        END AS string,
        CASE
            WHEN AVG(string.value:string) >= num THEN 
                SUM(
                    CASE 
                        WHEN string.value:string IS NOT NULL 
                        THEN string.value:string 
                        ELSE num 
                    END
                )
            ELSE num
        END AS string
    FROM
        new_table AS string
    CROSS JOIN new_table table_alias0(input => string) AS string
    WHERE
        TO_TIMESTAMP_NTZ(TO_NUMBER(string) / num) BETWEEN string AND string  
        AND ST_DWITHIN(
            ST_GEOGFROMWKB(string),
            ST_POINT(num, num),
            num
        )
        AND CAST(TO_TIMESTAMP_NTZ(TO_NUMBER(string.value:string) / num) AS DATE) = date(CAST( TO_TIMESTAMP_NTZ(TO_NUMBER(string, string) / num) AS DATE))
    GROUP BY
        string,
        string
)
SELECT
    TO_TIMESTAMP_NTZ(TO_NUMBER(string) / num),
    string AS string,
    string,
    string,
    string,
    string,
    string,
    string,
    string
FROM
    CTE
ORDER BY
    string,
    string;",1
4465,"WITH CTE AS (
    SELECT
        string,
        string
    FROM
        new_table
    WHERE
        string IN (string, string)
),
B AS (
    SELECT
        string,
        MIN(string) AS string,
        MAX(string) AS string,
        COUNT(num) AS string
    FROM
        CTE
    GROUP BY
        string
),
min_counts AS (
    SELECT
        CTE.string,  
        CTE.string AS string,
        COUNT(num) AS string
    FROM
        CTE
    INNER JOIN new_table 
        ON CTE.string = B.string
    WHERE
        CTE.string = B.string
    GROUP BY
        CTE.string, CTE.string
),
max_counts AS (
    SELECT
        CTE.string,  
        CTE.string AS string,
        COUNT(num) AS string
    FROM
        CTE
    INNER JOIN new_table
        ON CTE.string = B.string
    WHERE
        CTE.string = B.string
    GROUP BY
        CTE.string, CTE.string
)
SELECT
    B.string,  
    B.string,
    CAST(min_counts.string AS column_alias0) / B.string AS string,
    B.string,
    CAST(max_counts.string AS column_alias0) / B.string AS string
FROM
    new_table
LEFT JOIN
    new_table ON B.string = min_counts.string AND B.string = min_counts.string
LEFT JOIN
    new_table ON B.string = max_counts.string AND B.string = max_counts.string
ORDER BY
    B.string;",1
4466,"WITH CTE AS (
    SELECT
        string, 
        string, 
        string, 
        string, 
        string, 
        string AS string
    FROM 
        new_table
    WHERE 
        string = (SELECT MIN(string) FROM new_table)
        AND datetime(string / num) BETWEEN datetime(string) AND datetime(string)
    GROUP BY 
        string, string, string, string, string
    ORDER BY 
        string
),
oldest AS (
    SELECT
        string, 
        string, 
        string, 
        string, 
        string, 
        string AS string
    FROM 
        new_table
    WHERE 
        string = (SELECT MAX(string) FROM new_table)
        AND datetime(string / num) BETWEEN datetime(string) AND datetime(string)
    GROUP BY 
        string, string, string, string, string
    ORDER BY 
        string
),
TEMP_record AS (
    SELECT * FROM CTE
    table_alias0 ALL
    SELECT * FROM new_table
)
SELECT 
    SUM(CASE WHEN string = (SELECT MAX(string) FROM new_table) THEN num END) - 
    SUM(CASE WHEN string = (SELECT MIN(string) FROM new_table) THEN num END) AS string
FROM 
    new_table;",1
4467,"WITH CTE AS (
    SELECT
        t.col_name,
        t.col_name,
        t.col_name,
        t.col_name / NULLIF(t.col_name, num) AS column_alias0, 
        (t.col_name -> string ->> CAST(string) AS column_alias1)), TransactionAvgMetrics AS (
    SELECT
        col_name,
        AVG(col_name / NULLIF(num - col_name, num)) AS column_alias2 
    FROM
        table_name
    WHERE
        col_name < num 
    GROUP BY
        col_name
), ComplianceMetrics AS (
    SELECT
        table_alias1.col_name,
        AVG(table_alias0.col_name / GREATEST(num, table_alias2.col_name / num)) AS column_alias3, 
        AVG(CASE table_alias0.col_name 
            WHEN string THEN num
            WHEN string THEN num
            WHEN string THEN num
            WHEN string THEN num
            ELSE num 
        END) AS column_alias4
    FROM
        table_name table_alias0
    JOIN
        table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
    JOIN
        CTE table_alias2 ON table_alias1.col_name = table_alias2.col_name 
    GROUP BY
        table_alias1.col_name
), CombinedScores AS (
    SELECT
        table_alias2.col_name,
        table_alias2.col_name,
        (table_alias2.new_columnumn_alias0 * table_alias2.new_column * COALESCE(table_alias3.new_columnalias2, num)) AS column_alias5, 
        num / (num + COALESCE(table_alias4.new_columnalias3, num) * COALESCE(table_alias4.new_column)) AS column_alias6 
    FROM
        CTE table_alias2
    LEFT JOIN
        new_table table_alias3 ON table_alias2.col_name = table_alias3.col_name
    LEFT JOIN
        new_table table_alias4 ON table_alias2.col_name = table_alias4.col_name
)
SELECT
    col_name,
    ROUND(AVG(column_alias5), num) AS column_alias7,
    ROUND(AVG(column_alias6), num) AS column_alias8
FROM
    new_table
GROUP BY
    col_name
ORDER BY
    column_alias7 DESC LIMIT num",1
4468,"WITH CTE AS (
    SELECT
        t1.string,
        t1.string
    FROM
        new_table.new_column.PUBLICATIONS t1
    WHERE
        TO_DATE(
            CASE
                WHEN t1.string != num THEN TO_CHAR(t1.string)
                ELSE NULL
            END, 
            string
        ) BETWEEN TO_DATE(string, string) AND TO_DATE(string, string)
),
forward_citation AS (
    SELECT
        CTE.string,
        COUNT(DISTINCT t3.string) AS string
    FROM
        CTE
        LEFT JOIN (
            SELECT
                x2.string,
                TO_DATE(
                    CASE
                        WHEN x2.string != num THEN TO_CHAR(x2.string)
                        ELSE NULL
                    END,
                    string
                ) AS string
            FROM
                new_table.new_column.PUBLICATIONS x2
            WHERE
                x2.string != num
        ) t2
            ON t2.string = CTE.string
        LEFT JOIN (
            SELECT
                x3.string AS string,
                x3.string AS string,
                TO_DATE(
                    CASE
                        WHEN x3.string != num THEN TO_CHAR(x3.string)
                        ELSE NULL
                    END,
                    string
                ) AS string,
                cite.value:string::STRING AS string
            FROM
                new_table.new_column.PUBLICATIONS x3,
                LATERAL FLATTEN(INPUT => x3.string) cite
            WHERE
                x3.string != num
        ) t3
            ON CTE.string = t3.string
            AND t3.string BETWEEN t2.string AND date(t2.string, string)
    GROUP BY
        CTE.string
)
SELECT
    COUNT(*)
FROM
    new_table
WHERE
    string = num;",1
4469,"WITH CTE AS (
    SELECT
        table_alias0.col_name
    FROM table_name table_alias0
    JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name 
    WHERE table_alias0.col_name IS NOT NULL AND AGE(CURRENT_DATE, table_alias0.col_name) >= INTERVAL string 
),
RecordsToDelete AS (
    SELECT table_alias2.col_name
    FROM table_name table_alias2
    JOIN CTE table_alias3 ON table_alias2.col_name = table_alias3.col_name
    WHERE table_alias2.col_name < num 
)
DELETE FROM table_name table_alias2
USING new_table rtd
WHERE table_alias2.col_name = rtd.col_name
RETURNING table_alias2.col_name;",1
