id	generalized_template	count
226	SELECT CAST(SUM(variable = variable) AS variable) * variable / COUNT(variable) FROM variable WHERE variable = variable	3
227	SELECT COUNT(*) AS variable FROM variable WHERE variable = variable	3
228	SELECT COUNT(variable) FROM `variable` WHERE variable = variable	3
229	SELECT COUNT(variable) FROM variable WHERE variable = variable AND variable > variable	3
230	SELECT COUNT(variable) FROM variable WHERE variable BETWEEN variable AND variable	3
231	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable > variable AND variable > variable	3
232	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable AND variable LIKE variable	3
233	SELECT COUNT(variable) FROM ( SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable GROUP BY variable ) variable	3
234	SELECT DISTINCT variable, variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable > variable	3
235	SELECT DISTINCT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable ORDER BY variable DESC LIMIT variable	3
236	SELECT DISTINCT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable BETWEEN variable AND variable	3
237	SELECT MAX(variable) FROM variable WHERE variable = variable	3
238	SELECT SUM(variable * variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
239	SELECT SUM(variable) / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
240	SELECT variable FROM variable WHERE variable = variable AND variable = ( SELECT MAX(variable) FROM variable WHERE variable = variable )	3
241	SELECT variable FROM variable WHERE variable LIKE variable AND variable = variable	3
242	SELECT variable, variable FROM variable WHERE variable = variable ORDER BY variable DESC LIMIT variable	3
243	SELECT variable, variable FROM variable WHERE variable IN ( SELECT variable FROM variable WHERE variable = variable )	3
244	SELECT variable, variable, variable, variable FROM variable WHERE variable = variable	3
245	SELECT variable FROM `variable` AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
246	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable GROUP BY variable ORDER BY COUNT(variable) DESC LIMIT variable	3
247	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable AND variable LIKE variable AND variable LIKE variable	3
248	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable < variable	3
249	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable ORDER BY variable DESC LIMIT variable;	3
250	SELECT variable, variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable ORDER BY COUNT(variable) DESC LIMIT variable	3
251	SELECT variable, variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable GROUP BY variable, variable ORDER BY COUNT(variable) DESC LIMIT variable	3
252	SELECT variable, variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable	3
253	SELECT variable.`variable variable` FROM variable AS variable INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` WHERE variable = variable ORDER BY variable DESC LIMIT variable	3
254	SELECT variable * variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
255	SELECT variable, variable FROM variable AS variable INNER JOIN `variable-variable` AS variable ON variable = variable WHERE variable = variable	3
256	SELECT variable, variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable ORDER BY variable ASC LIMIT variable	3
257	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable ORDER BY variable LIMIT variable	3
258	SELECT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable AND variable = variable	3
259	SELECT AVG(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable	3
260	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
261	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable	3
262	SELECT CAST(COUNT(CASE WHEN variable = variable THEN variable ELSE NULL END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
263	SELECT CAST(SUM(CASE WHEN variable = variable THEN variable ELSE variable END) AS variable) * variable / COUNT(*) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
264	SELECT CAST(SUM(CASE WHEN variable = variable THEN variable ELSE variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable	3
265	SELECT CAST(SUM(CASE WHEN variable = variable THEN variable ELSE variable END) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
266	SELECT CAST(SUM(variable(variable = variable, variable, variable)) AS variable) * variable / COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable	3
267	SELECT COUNT(*) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
268	SELECT COUNT(*) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable;	3
269	SELECT COUNT(DISTINCT variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE STRFTIME(variable, variable) = variable AND variable = variable AND variable = variable	3
270	SELECT COUNT(DISTINCT variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable BETWEEN variable AND variable AND variable = variable	3
271	SELECT COUNT(DISTINCT variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable AND variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable	3
272	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable < variable AND variable = variable	3
273	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable LIKE variable AND variable LIKE variable	3
274	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE STRFTIME(variable, variable) = variable AND variable = variable	3
275	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable <= variable	3
276	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable BETWEEN variable AND variable	3
277	SELECT COUNT(variable) FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable AND variable LIKE variable	3
278	SELECT DISTINCT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable;	3
279	SELECT DISTINCT variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable AND variable = variable AND variable = variable;	3
280	SELECT DISTINCT variable, variable FROM variable AS variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable INNER JOIN variable AS variable ON variable = variable WHERE variable = variable	3
281	SELECT DISTINCT variable.`variable variable` FROM variable AS variable INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` INNER JOIN variable AS variable ON variable.`variable variable` = variable.`variable variable` WHERE variable.`variable variable` = variable AND variable = variable	3
